Parcel_ID,O_zone,D_zone,DepotNumber,CEP,Network,Type
89791,2668,2256,1.0,PostNL,conventional,tour-based
89797,2662,2257,10.0,DHL,conventional,tour-based
89815,4604,2257,14.0,DPD,conventional,tour-based
89821,2668,2257,1.0,PostNL,conventional,tour-based
89841,2668,2257,1.0,PostNL,conventional,tour-based
89850,4604,2257,14.0,DPD,conventional,tour-based
89852,2662,2258,10.0,DHL,conventional,tour-based
89860,2662,2259,10.0,DHL,conventional,tour-based
89878,2668,2259,1.0,PostNL,conventional,tour-based
89889,2662,2260,10.0,DHL,conventional,tour-based
89904,2668,2260,1.0,PostNL,conventional,tour-based
89913,2668,2260,1.0,PostNL,conventional,tour-based
89933,2662,2261,10.0,DHL,conventional,tour-based
89940,4604,2261,14.0,DPD,conventional,tour-based
89948,4604,2261,14.0,DPD,conventional,tour-based
89957,2668,2261,1.0,PostNL,conventional,tour-based
89958,2668,2261,1.0,PostNL,conventional,tour-based
89964,2668,2261,1.0,PostNL,conventional,tour-based
89972,2668,2261,1.0,PostNL,conventional,tour-based
89975,2668,2261,1.0,PostNL,conventional,tour-based
89985,2668,2261,1.0,PostNL,conventional,tour-based
89991,4604,2261,14.0,DPD,conventional,tour-based
90027,2668,2262,1.0,PostNL,conventional,tour-based
90030,2668,2262,1.0,PostNL,conventional,tour-based
90050,2668,2264,1.0,PostNL,conventional,tour-based
90056,4604,2264,14.0,DPD,conventional,tour-based
90067,2668,2265,1.0,PostNL,conventional,tour-based
90073,2668,2265,1.0,PostNL,conventional,tour-based
90075,2668,2265,1.0,PostNL,conventional,tour-based
90081,2662,2266,10.0,DHL,conventional,tour-based
90090,4604,2266,14.0,DPD,conventional,tour-based
90118,2668,2267,1.0,PostNL,conventional,tour-based
90121,2668,2267,1.0,PostNL,conventional,tour-based
90145,2668,2268,1.0,PostNL,conventional,tour-based
90148,2668,2268,1.0,PostNL,conventional,tour-based
90160,2668,2268,1.0,PostNL,conventional,tour-based
90188,2668,2269,1.0,PostNL,conventional,tour-based
90207,2662,2270,10.0,DHL,conventional,tour-based
90216,4604,2270,14.0,DPD,conventional,tour-based
90228,2668,2270,1.0,PostNL,conventional,tour-based
90231,2668,2270,1.0,PostNL,conventional,tour-based
90237,2668,2270,1.0,PostNL,conventional,tour-based
90260,2668,2271,1.0,PostNL,conventional,tour-based
90266,2668,2271,1.0,PostNL,conventional,tour-based
90289,2662,2272,10.0,DHL,conventional,tour-based
90309,4604,2272,14.0,DPD,conventional,tour-based
90317,4604,2272,14.0,DPD,conventional,tour-based
90318,4604,2272,14.0,DPD,conventional,tour-based
90329,2668,2272,1.0,PostNL,conventional,tour-based
90335,2668,2272,1.0,PostNL,conventional,tour-based
90358,2668,2272,1.0,PostNL,conventional,tour-based
90399,4604,2273,14.0,DPD,conventional,tour-based
90434,2668,2273,1.0,PostNL,conventional,tour-based
90440,4604,2273,14.0,DPD,conventional,tour-based
90475,2668,2274,1.0,PostNL,conventional,tour-based
90482,2668,2274,1.0,PostNL,conventional,tour-based
90499,2668,2275,1.0,PostNL,conventional,tour-based
90503,2668,2275,1.0,PostNL,conventional,tour-based
90518,2662,2276,10.0,DHL,conventional,tour-based
90520,2662,2276,10.0,DHL,conventional,tour-based
90522,2662,2276,10.0,DHL,conventional,tour-based
90524,4604,2276,14.0,DPD,conventional,tour-based
90547,2668,2276,1.0,PostNL,conventional,tour-based
90560,4604,2277,14.0,DPD,conventional,tour-based
90572,2668,2277,1.0,PostNL,conventional,tour-based
90609,2668,2278,1.0,PostNL,conventional,tour-based
90618,2668,2278,1.0,PostNL,conventional,tour-based
90633,2662,2279,10.0,DHL,conventional,tour-based
90636,2668,2279,1.0,PostNL,conventional,tour-based
90643,2662,2280,10.0,DHL,conventional,tour-based
90649,2662,2280,10.0,DHL,conventional,tour-based
90669,2668,2280,1.0,PostNL,conventional,tour-based
90713,2668,2281,1.0,PostNL,conventional,tour-based
90753,2662,2283,10.0,DHL,conventional,tour-based
90754,2662,2283,10.0,DHL,conventional,tour-based
90763,4604,2283,14.0,DPD,conventional,tour-based
90795,2662,2287,10.0,DHL,conventional,tour-based
90835,4604,2288,14.0,DPD,conventional,tour-based
90837,2668,2288,1.0,PostNL,conventional,tour-based
90843,2668,2288,1.0,PostNL,conventional,tour-based
90854,4604,2288,14.0,DPD,conventional,tour-based
90862,4604,2289,14.0,DPD,conventional,tour-based
90868,2668,2289,1.0,PostNL,conventional,tour-based
90872,2668,2289,1.0,PostNL,conventional,tour-based
90936,2668,2290,1.0,PostNL,conventional,tour-based
90944,2668,2290,1.0,PostNL,conventional,tour-based
90945,2668,2290,1.0,PostNL,conventional,tour-based
90951,2668,2290,1.0,PostNL,conventional,tour-based
90959,2668,2290,1.0,PostNL,conventional,tour-based
90961,2668,2290,1.0,PostNL,conventional,tour-based
90964,2668,2290,1.0,PostNL,conventional,tour-based
90981,2668,2290,1.0,PostNL,conventional,tour-based
90984,2668,2290,1.0,PostNL,conventional,tour-based
90986,2668,2290,1.0,PostNL,conventional,tour-based
90993,2668,2290,1.0,PostNL,conventional,tour-based
91001,4604,2290,14.0,DPD,conventional,tour-based
91002,4604,2290,14.0,DPD,conventional,tour-based
91020,1044,2291,7.0,DHL,conventional,tour-based
91030,1044,2291,7.0,DHL,conventional,tour-based
91039,4604,2291,14.0,DPD,conventional,tour-based
91044,4604,2291,14.0,DPD,conventional,tour-based
91066,2668,2291,1.0,PostNL,conventional,tour-based
91070,2668,2291,1.0,PostNL,conventional,tour-based
91075,2668,2291,1.0,PostNL,conventional,tour-based
91089,2668,2291,1.0,PostNL,conventional,tour-based
91104,4604,2291,14.0,DPD,conventional,tour-based
91106,4604,2291,14.0,DPD,conventional,tour-based
91140,2662,2292,10.0,DHL,conventional,tour-based
91144,2662,2292,10.0,DHL,conventional,tour-based
91161,4604,2292,14.0,DPD,conventional,tour-based
91209,2668,2292,1.0,PostNL,conventional,tour-based
91214,2668,2292,1.0,PostNL,conventional,tour-based
91215,2668,2292,1.0,PostNL,conventional,tour-based
91228,2668,2292,1.0,PostNL,conventional,tour-based
91241,2668,2292,1.0,PostNL,conventional,tour-based
91250,2668,2292,1.0,PostNL,conventional,tour-based
91264,4604,2292,14.0,DPD,conventional,tour-based
91268,2662,2293,10.0,DHL,conventional,tour-based
91286,4604,2293,14.0,DPD,conventional,tour-based
91306,2668,2293,1.0,PostNL,conventional,tour-based
91332,2668,2293,1.0,PostNL,conventional,tour-based
91338,2668,2293,1.0,PostNL,conventional,tour-based
91345,4604,2293,14.0,DPD,conventional,tour-based
91375,4604,2294,14.0,DPD,conventional,tour-based
91384,4604,2294,14.0,DPD,conventional,tour-based
91411,2668,2294,1.0,PostNL,conventional,tour-based
91428,2668,2294,1.0,PostNL,conventional,tour-based
91460,4604,2294,14.0,DPD,conventional,tour-based
91462,4604,2294,14.0,DPD,conventional,tour-based
91479,1044,2295,7.0,DHL,conventional,tour-based
91489,1044,2295,7.0,DHL,conventional,tour-based
91491,1044,2295,7.0,DHL,conventional,tour-based
91516,4604,2295,14.0,DPD,conventional,tour-based
91518,4604,2295,14.0,DPD,conventional,tour-based
91530,2668,2295,1.0,PostNL,conventional,tour-based
91535,2668,2295,1.0,PostNL,conventional,tour-based
91544,2668,2295,1.0,PostNL,conventional,tour-based
91548,2668,2295,1.0,PostNL,conventional,tour-based
91558,2668,2295,1.0,PostNL,conventional,tour-based
91559,2668,2295,1.0,PostNL,conventional,tour-based
91580,2668,2295,1.0,PostNL,conventional,tour-based
91615,2662,2296,10.0,DHL,conventional,tour-based
91658,2662,2296,10.0,DHL,conventional,tour-based
91664,2662,2296,10.0,DHL,conventional,tour-based
91676,2662,2296,10.0,DHL,conventional,tour-based
91677,2662,2296,10.0,DHL,conventional,tour-based
91721,4604,2296,14.0,DPD,conventional,tour-based
91734,4604,2296,14.0,DPD,conventional,tour-based
91750,2668,2296,1.0,PostNL,conventional,tour-based
91815,2668,2296,1.0,PostNL,conventional,tour-based
91816,2668,2296,1.0,PostNL,conventional,tour-based
91819,2668,2296,1.0,PostNL,conventional,tour-based
91836,2668,2296,1.0,PostNL,conventional,tour-based
91857,2668,2296,1.0,PostNL,conventional,tour-based
91867,2668,2296,1.0,PostNL,conventional,tour-based
91893,2668,2296,1.0,PostNL,conventional,tour-based
91916,2668,2296,1.0,PostNL,conventional,tour-based
91947,4604,2296,14.0,DPD,conventional,tour-based
91948,4604,2296,14.0,DPD,conventional,tour-based
91958,2662,2297,10.0,DHL,conventional,tour-based
91960,2662,2297,10.0,DHL,conventional,tour-based
91972,2662,2297,10.0,DHL,conventional,tour-based
91992,4604,2297,14.0,DPD,conventional,tour-based
91993,4604,2297,14.0,DPD,conventional,tour-based
91995,4604,2297,14.0,DPD,conventional,tour-based
92003,2668,2297,1.0,PostNL,conventional,tour-based
92045,2668,2297,1.0,PostNL,conventional,tour-based
92046,2668,2297,1.0,PostNL,conventional,tour-based
92062,4604,2297,14.0,DPD,conventional,tour-based
92079,2662,2298,10.0,DHL,conventional,tour-based
92082,4604,2298,14.0,DPD,conventional,tour-based
92108,2662,2299,10.0,DHL,conventional,tour-based
92109,2662,2299,10.0,DHL,conventional,tour-based
92122,2668,2299,1.0,PostNL,conventional,tour-based
92128,2668,2299,1.0,PostNL,conventional,tour-based
92145,1044,2300,7.0,DHL,conventional,tour-based
92190,2668,2301,1.0,PostNL,conventional,tour-based
92224,4604,2303,14.0,DPD,conventional,tour-based
92235,2668,2303,1.0,PostNL,conventional,tour-based
92285,2668,2304,1.0,PostNL,conventional,tour-based
92304,4604,2304,14.0,DPD,conventional,tour-based
92314,1044,2305,7.0,DHL,conventional,tour-based
92322,1044,2305,7.0,DHL,conventional,tour-based
92324,4604,2305,14.0,DPD,conventional,tour-based
92349,2668,2305,1.0,PostNL,conventional,tour-based
92364,2668,2305,1.0,PostNL,conventional,tour-based
92365,2668,2305,1.0,PostNL,conventional,tour-based
92384,4604,2306,14.0,DPD,conventional,tour-based
92394,2668,2306,1.0,PostNL,conventional,tour-based
92430,2668,2309,1.0,PostNL,conventional,tour-based
92432,1044,2311,7.0,DHL,conventional,tour-based
92441,1044,2311,7.0,DHL,conventional,tour-based
92456,2668,2311,1.0,PostNL,conventional,tour-based
92475,4604,2311,14.0,DPD,conventional,tour-based
92495,4604,2312,14.0,DPD,conventional,tour-based
92502,2668,2312,1.0,PostNL,conventional,tour-based
92511,2668,2312,1.0,PostNL,conventional,tour-based
92533,4604,2313,14.0,DPD,conventional,tour-based
92542,2668,2313,1.0,PostNL,conventional,tour-based
92556,4604,2313,14.0,DPD,conventional,tour-based
92571,2668,2314,1.0,PostNL,conventional,tour-based
92575,1044,2315,7.0,DHL,conventional,tour-based
92582,1044,2315,7.0,DHL,conventional,tour-based
92583,1044,2315,7.0,DHL,conventional,tour-based
92584,1044,2315,7.0,DHL,conventional,tour-based
92588,1044,2315,7.0,DHL,conventional,tour-based
92621,2668,2315,1.0,PostNL,conventional,tour-based
92629,2668,2315,1.0,PostNL,conventional,tour-based
92637,2668,2315,1.0,PostNL,conventional,tour-based
92641,2668,2315,1.0,PostNL,conventional,tour-based
92646,2668,2315,1.0,PostNL,conventional,tour-based
92650,2668,2315,1.0,PostNL,conventional,tour-based
92654,2668,2315,1.0,PostNL,conventional,tour-based
92663,2668,2315,1.0,PostNL,conventional,tour-based
92683,1044,2316,7.0,DHL,conventional,tour-based
92689,1044,2316,7.0,DHL,conventional,tour-based
92697,1044,2316,7.0,DHL,conventional,tour-based
92703,1044,2316,7.0,DHL,conventional,tour-based
92710,1044,2316,7.0,DHL,conventional,tour-based
92713,1044,2316,7.0,DHL,conventional,tour-based
92727,1044,2316,7.0,DHL,conventional,tour-based
92762,4604,2316,14.0,DPD,conventional,tour-based
92767,4604,2316,14.0,DPD,conventional,tour-based
92781,4604,2316,14.0,DPD,conventional,tour-based
92785,4604,2316,14.0,DPD,conventional,tour-based
92787,4604,2316,14.0,DPD,conventional,tour-based
92813,2668,2316,1.0,PostNL,conventional,tour-based
92856,2668,2316,1.0,PostNL,conventional,tour-based
92889,2668,2316,1.0,PostNL,conventional,tour-based
92905,2668,2316,1.0,PostNL,conventional,tour-based
92910,2668,2316,1.0,PostNL,conventional,tour-based
92929,2668,2316,1.0,PostNL,conventional,tour-based
92953,2668,2316,1.0,PostNL,conventional,tour-based
92954,2668,2316,1.0,PostNL,conventional,tour-based
92959,4604,2316,14.0,DPD,conventional,tour-based
92978,4604,2316,14.0,DPD,conventional,tour-based
92983,1044,2317,7.0,DHL,conventional,tour-based
93012,4604,2318,14.0,DPD,conventional,tour-based
93042,2668,2319,1.0,PostNL,conventional,tour-based
93050,1044,2320,7.0,DHL,conventional,tour-based
93070,4604,2321,14.0,DPD,conventional,tour-based
93084,4604,2321,14.0,DPD,conventional,tour-based
93090,1044,2323,7.0,DHL,conventional,tour-based
93095,4604,2323,14.0,DPD,conventional,tour-based
93110,2668,2323,1.0,PostNL,conventional,tour-based
93140,1044,2324,7.0,DHL,conventional,tour-based
93144,1044,2324,7.0,DHL,conventional,tour-based
93147,1044,2324,7.0,DHL,conventional,tour-based
93159,4604,2324,14.0,DPD,conventional,tour-based
93170,4604,2324,14.0,DPD,conventional,tour-based
93190,2668,2324,1.0,PostNL,conventional,tour-based
93229,2668,2324,1.0,PostNL,conventional,tour-based
93235,2668,2324,1.0,PostNL,conventional,tour-based
93240,2668,2324,1.0,PostNL,conventional,tour-based
93243,2668,2324,1.0,PostNL,conventional,tour-based
93247,2668,2324,1.0,PostNL,conventional,tour-based
93284,4604,2327,14.0,DPD,conventional,tour-based
93286,2668,2327,1.0,PostNL,conventional,tour-based
93287,2668,2327,1.0,PostNL,conventional,tour-based
93294,1044,2330,7.0,DHL,conventional,tour-based
93295,1044,2330,7.0,DHL,conventional,tour-based
93323,2668,2330,1.0,PostNL,conventional,tour-based
93360,2668,2330,1.0,PostNL,conventional,tour-based
93369,1044,2331,7.0,DHL,conventional,tour-based
93378,1044,2331,7.0,DHL,conventional,tour-based
93379,1044,2331,7.0,DHL,conventional,tour-based
93389,4604,2331,14.0,DPD,conventional,tour-based
93397,2668,2331,1.0,PostNL,conventional,tour-based
93412,2668,2331,1.0,PostNL,conventional,tour-based
93421,2668,2331,1.0,PostNL,conventional,tour-based
93430,2668,2331,1.0,PostNL,conventional,tour-based
93435,4604,2331,14.0,DPD,conventional,tour-based
93439,1044,2332,7.0,DHL,conventional,tour-based
93457,4604,2332,14.0,DPD,conventional,tour-based
93471,2668,2332,1.0,PostNL,conventional,tour-based
93485,2668,2332,1.0,PostNL,conventional,tour-based
93488,2668,2332,1.0,PostNL,conventional,tour-based
93510,2668,2333,1.0,PostNL,conventional,tour-based
93525,1044,2334,7.0,DHL,conventional,tour-based
93526,1044,2334,7.0,DHL,conventional,tour-based
93534,4604,2334,14.0,DPD,conventional,tour-based
93536,4604,2334,14.0,DPD,conventional,tour-based
93554,2668,2334,1.0,PostNL,conventional,tour-based
93562,2668,2334,1.0,PostNL,conventional,tour-based
93582,1044,2335,7.0,DHL,conventional,tour-based
93589,1044,2335,7.0,DHL,conventional,tour-based
93596,1044,2335,7.0,DHL,conventional,tour-based
93599,4604,2335,14.0,DPD,conventional,tour-based
93603,4604,2335,14.0,DPD,conventional,tour-based
93607,4604,2335,14.0,DPD,conventional,tour-based
93622,2668,2335,1.0,PostNL,conventional,tour-based
93633,2668,2335,1.0,PostNL,conventional,tour-based
93635,2668,2335,1.0,PostNL,conventional,tour-based
93643,2668,2335,1.0,PostNL,conventional,tour-based
93658,2668,2335,1.0,PostNL,conventional,tour-based
93684,1044,2336,7.0,DHL,conventional,tour-based
93704,4604,2336,14.0,DPD,conventional,tour-based
93718,2668,2336,1.0,PostNL,conventional,tour-based
93724,2668,2336,1.0,PostNL,conventional,tour-based
93740,2668,2336,1.0,PostNL,conventional,tour-based
93752,2668,2336,1.0,PostNL,conventional,tour-based
93782,4604,2339,14.0,DPD,conventional,tour-based
93839,4604,2340,14.0,DPD,conventional,tour-based
93841,4604,2340,14.0,DPD,conventional,tour-based
93860,2668,2340,1.0,PostNL,conventional,tour-based
93883,2668,2340,1.0,PostNL,conventional,tour-based
93901,4604,2340,14.0,DPD,conventional,tour-based
93902,4604,2340,14.0,DPD,conventional,tour-based
93906,4604,2340,14.0,DPD,conventional,tour-based
93918,1044,2341,7.0,DHL,conventional,tour-based
93933,1044,2341,7.0,DHL,conventional,tour-based
93987,1044,2341,7.0,DHL,conventional,tour-based
93988,1044,2341,7.0,DHL,conventional,tour-based
93994,1044,2341,7.0,DHL,conventional,tour-based
94003,1044,2341,7.0,DHL,conventional,tour-based
94004,1044,2341,7.0,DHL,conventional,tour-based
94008,1044,2341,7.0,DHL,conventional,tour-based
94010,1044,2341,7.0,DHL,conventional,tour-based
94027,4604,2341,14.0,DPD,conventional,tour-based
94031,4604,2341,14.0,DPD,conventional,tour-based
94039,4604,2341,14.0,DPD,conventional,tour-based
94054,4604,2341,14.0,DPD,conventional,tour-based
94055,4604,2341,14.0,DPD,conventional,tour-based
94058,4604,2341,14.0,DPD,conventional,tour-based
94080,4604,2341,14.0,DPD,conventional,tour-based
94090,2668,2341,1.0,PostNL,conventional,tour-based
94097,2668,2341,1.0,PostNL,conventional,tour-based
94100,2668,2341,1.0,PostNL,conventional,tour-based
94104,2668,2341,1.0,PostNL,conventional,tour-based
94132,2668,2341,1.0,PostNL,conventional,tour-based
94151,2668,2341,1.0,PostNL,conventional,tour-based
94160,2668,2341,1.0,PostNL,conventional,tour-based
94164,2668,2341,1.0,PostNL,conventional,tour-based
94208,2668,2341,1.0,PostNL,conventional,tour-based
94209,2668,2341,1.0,PostNL,conventional,tour-based
94219,2668,2341,1.0,PostNL,conventional,tour-based
94228,2668,2341,1.0,PostNL,conventional,tour-based
94232,2668,2341,1.0,PostNL,conventional,tour-based
94250,2668,2341,1.0,PostNL,conventional,tour-based
94255,2668,2341,1.0,PostNL,conventional,tour-based
94276,2668,2341,1.0,PostNL,conventional,tour-based
94278,2668,2341,1.0,PostNL,conventional,tour-based
94286,2668,2341,1.0,PostNL,conventional,tour-based
94314,2668,2341,1.0,PostNL,conventional,tour-based
94336,4604,2341,14.0,DPD,conventional,tour-based
94342,4604,2341,14.0,DPD,conventional,tour-based
94350,4604,2341,14.0,DPD,conventional,tour-based
94370,1044,2342,7.0,DHL,conventional,tour-based
94372,1044,2342,7.0,DHL,conventional,tour-based
94381,1044,2342,7.0,DHL,conventional,tour-based
94388,1044,2342,7.0,DHL,conventional,tour-based
94397,4604,2342,14.0,DPD,conventional,tour-based
94407,4604,2342,14.0,DPD,conventional,tour-based
94410,4604,2342,14.0,DPD,conventional,tour-based
94433,2668,2342,1.0,PostNL,conventional,tour-based
94463,2668,2342,1.0,PostNL,conventional,tour-based
94484,2668,2342,1.0,PostNL,conventional,tour-based
94500,4604,2342,14.0,DPD,conventional,tour-based
94507,4604,2342,14.0,DPD,conventional,tour-based
94517,1044,2343,7.0,DHL,conventional,tour-based
94543,1044,2343,7.0,DHL,conventional,tour-based
94558,4604,2343,14.0,DPD,conventional,tour-based
94562,4604,2343,14.0,DPD,conventional,tour-based
94569,4604,2343,14.0,DPD,conventional,tour-based
94582,2668,2343,1.0,PostNL,conventional,tour-based
94594,2668,2343,1.0,PostNL,conventional,tour-based
94615,2668,2343,1.0,PostNL,conventional,tour-based
94617,2668,2343,1.0,PostNL,conventional,tour-based
94624,2668,2343,1.0,PostNL,conventional,tour-based
94638,2668,2343,1.0,PostNL,conventional,tour-based
94645,2668,2343,1.0,PostNL,conventional,tour-based
94646,2668,2343,1.0,PostNL,conventional,tour-based
94670,1044,2344,7.0,DHL,conventional,tour-based
94685,2668,2344,1.0,PostNL,conventional,tour-based
94699,2662,2345,10.0,DHL,conventional,tour-based
94705,2662,2345,10.0,DHL,conventional,tour-based
94720,2662,2345,10.0,DHL,conventional,tour-based
94742,2668,2345,1.0,PostNL,conventional,tour-based
94753,2668,2345,1.0,PostNL,conventional,tour-based
94763,2668,2345,1.0,PostNL,conventional,tour-based
94767,2668,2345,1.0,PostNL,conventional,tour-based
94772,2668,2345,1.0,PostNL,conventional,tour-based
94780,2668,2345,1.0,PostNL,conventional,tour-based
94785,2668,2345,1.0,PostNL,conventional,tour-based
94797,4604,2345,14.0,DPD,conventional,tour-based
94816,2662,2346,10.0,DHL,conventional,tour-based
94829,4604,2346,14.0,DPD,conventional,tour-based
94837,2668,2346,1.0,PostNL,conventional,tour-based
94844,2668,2346,1.0,PostNL,conventional,tour-based
94859,2668,2346,1.0,PostNL,conventional,tour-based
94869,4604,2346,14.0,DPD,conventional,tour-based
94887,4604,2347,14.0,DPD,conventional,tour-based
94890,4604,2347,14.0,DPD,conventional,tour-based
94892,2668,2347,1.0,PostNL,conventional,tour-based
94907,2668,2347,1.0,PostNL,conventional,tour-based
94911,2668,2347,1.0,PostNL,conventional,tour-based
94949,4604,2348,14.0,DPD,conventional,tour-based
94955,4604,2348,14.0,DPD,conventional,tour-based
94957,4604,2348,14.0,DPD,conventional,tour-based
94964,2668,2348,1.0,PostNL,conventional,tour-based
94967,2668,2348,1.0,PostNL,conventional,tour-based
94970,2668,2348,1.0,PostNL,conventional,tour-based
94976,2668,2348,1.0,PostNL,conventional,tour-based
94991,2668,2348,1.0,PostNL,conventional,tour-based
95002,2668,2348,1.0,PostNL,conventional,tour-based
95005,2668,2348,1.0,PostNL,conventional,tour-based
95017,4604,2348,14.0,DPD,conventional,tour-based
95022,1044,2349,7.0,DHL,conventional,tour-based
95024,1044,2349,7.0,DHL,conventional,tour-based
95029,4604,2349,14.0,DPD,conventional,tour-based
95047,2668,2349,1.0,PostNL,conventional,tour-based
95057,1044,2350,7.0,DHL,conventional,tour-based
95092,4604,2350,14.0,DPD,conventional,tour-based
95095,2668,2350,1.0,PostNL,conventional,tour-based
95097,2668,2350,1.0,PostNL,conventional,tour-based
95105,2668,2350,1.0,PostNL,conventional,tour-based
95109,2668,2350,1.0,PostNL,conventional,tour-based
95129,2668,2350,1.0,PostNL,conventional,tour-based
95130,2668,2350,1.0,PostNL,conventional,tour-based
95133,2668,2350,1.0,PostNL,conventional,tour-based
95163,1044,2351,7.0,DHL,conventional,tour-based
95170,4604,2351,14.0,DPD,conventional,tour-based
95172,4604,2351,14.0,DPD,conventional,tour-based
95178,2668,2351,1.0,PostNL,conventional,tour-based
95181,2668,2351,1.0,PostNL,conventional,tour-based
95193,2668,2351,1.0,PostNL,conventional,tour-based
95204,2668,2351,1.0,PostNL,conventional,tour-based
95215,1044,2352,7.0,DHL,conventional,tour-based
95216,1044,2352,7.0,DHL,conventional,tour-based
95260,2668,2352,1.0,PostNL,conventional,tour-based
95289,2668,2352,1.0,PostNL,conventional,tour-based
95295,2668,2352,1.0,PostNL,conventional,tour-based
95309,4604,2352,14.0,DPD,conventional,tour-based
95345,2668,2356,1.0,PostNL,conventional,tour-based
95368,4604,2356,14.0,DPD,conventional,tour-based
95377,2662,2359,10.0,DHL,conventional,tour-based
95379,2662,2359,10.0,DHL,conventional,tour-based
95388,2662,2359,10.0,DHL,conventional,tour-based
95414,2668,2359,1.0,PostNL,conventional,tour-based
95415,2668,2359,1.0,PostNL,conventional,tour-based
95427,2668,2359,1.0,PostNL,conventional,tour-based
95428,2668,2359,1.0,PostNL,conventional,tour-based
95438,2668,2359,1.0,PostNL,conventional,tour-based
95453,2668,2359,1.0,PostNL,conventional,tour-based
95469,2662,2360,10.0,DHL,conventional,tour-based
95537,2668,2362,1.0,PostNL,conventional,tour-based
95539,2668,2362,1.0,PostNL,conventional,tour-based
95544,2668,2362,1.0,PostNL,conventional,tour-based
95552,4604,2362,14.0,DPD,conventional,tour-based
95556,2662,2363,10.0,DHL,conventional,tour-based
95560,2662,2363,10.0,DHL,conventional,tour-based
95567,2662,2363,10.0,DHL,conventional,tour-based
95574,2662,2363,10.0,DHL,conventional,tour-based
95577,2662,2363,10.0,DHL,conventional,tour-based
95605,2662,2363,10.0,DHL,conventional,tour-based
95615,4604,2363,14.0,DPD,conventional,tour-based
95619,4604,2363,14.0,DPD,conventional,tour-based
95624,4604,2363,14.0,DPD,conventional,tour-based
95639,4604,2363,14.0,DPD,conventional,tour-based
95654,4604,2363,14.0,DPD,conventional,tour-based
95695,2668,2363,1.0,PostNL,conventional,tour-based
95697,2668,2363,1.0,PostNL,conventional,tour-based
95724,2668,2363,1.0,PostNL,conventional,tour-based
95733,2668,2363,1.0,PostNL,conventional,tour-based
95734,2668,2363,1.0,PostNL,conventional,tour-based
95796,4604,2363,14.0,DPD,conventional,tour-based
95872,2668,2364,1.0,PostNL,conventional,tour-based
95903,2668,2364,1.0,PostNL,conventional,tour-based
95908,4604,2364,14.0,DPD,conventional,tour-based
95946,2662,2366,10.0,DHL,conventional,tour-based
95962,4604,2366,14.0,DPD,conventional,tour-based
95975,2668,2366,1.0,PostNL,conventional,tour-based
95982,2668,2366,1.0,PostNL,conventional,tour-based
95987,2668,2366,1.0,PostNL,conventional,tour-based
96034,2668,2367,1.0,PostNL,conventional,tour-based
96038,2668,2367,1.0,PostNL,conventional,tour-based
96039,2668,2367,1.0,PostNL,conventional,tour-based
96043,2668,2367,1.0,PostNL,conventional,tour-based
96077,4604,2369,14.0,DPD,conventional,tour-based
96081,4604,2369,14.0,DPD,conventional,tour-based
96100,2668,2369,1.0,PostNL,conventional,tour-based
96103,2668,2369,1.0,PostNL,conventional,tour-based
96109,2668,2369,1.0,PostNL,conventional,tour-based
96110,2668,2369,1.0,PostNL,conventional,tour-based
96113,2668,2369,1.0,PostNL,conventional,tour-based
96122,4604,2369,14.0,DPD,conventional,tour-based
96124,4604,2369,14.0,DPD,conventional,tour-based
96141,2662,2370,10.0,DHL,conventional,tour-based
96160,2668,2370,1.0,PostNL,conventional,tour-based
96187,2668,2370,1.0,PostNL,conventional,tour-based
96197,4604,2370,14.0,DPD,conventional,tour-based
96205,2662,2371,10.0,DHL,conventional,tour-based
96218,2662,2371,10.0,DHL,conventional,tour-based
96235,4604,2371,14.0,DPD,conventional,tour-based
96240,4604,2371,14.0,DPD,conventional,tour-based
96254,4604,2371,14.0,DPD,conventional,tour-based
96271,2668,2371,1.0,PostNL,conventional,tour-based
96273,2668,2371,1.0,PostNL,conventional,tour-based
96292,2668,2371,1.0,PostNL,conventional,tour-based
96313,2668,2371,1.0,PostNL,conventional,tour-based
96319,2668,2371,1.0,PostNL,conventional,tour-based
96326,2668,2371,1.0,PostNL,conventional,tour-based
96337,2668,2371,1.0,PostNL,conventional,tour-based
96352,4604,2371,14.0,DPD,conventional,tour-based
96368,2662,2375,10.0,DHL,conventional,tour-based
96371,2662,2375,10.0,DHL,conventional,tour-based
96376,2662,2375,10.0,DHL,conventional,tour-based
96381,2662,2375,10.0,DHL,conventional,tour-based
96387,2662,2375,10.0,DHL,conventional,tour-based
96390,2662,2375,10.0,DHL,conventional,tour-based
96394,2662,2375,10.0,DHL,conventional,tour-based
96421,2662,2375,10.0,DHL,conventional,tour-based
96447,2662,2375,10.0,DHL,conventional,tour-based
96455,2662,2375,10.0,DHL,conventional,tour-based
96489,4604,2375,14.0,DPD,conventional,tour-based
96533,2668,2375,1.0,PostNL,conventional,tour-based
96537,2668,2375,1.0,PostNL,conventional,tour-based
96540,2668,2375,1.0,PostNL,conventional,tour-based
96543,2668,2375,1.0,PostNL,conventional,tour-based
96548,2668,2375,1.0,PostNL,conventional,tour-based
96587,2668,2375,1.0,PostNL,conventional,tour-based
96601,2668,2375,1.0,PostNL,conventional,tour-based
96607,2668,2375,1.0,PostNL,conventional,tour-based
96616,2668,2375,1.0,PostNL,conventional,tour-based
96619,2668,2375,1.0,PostNL,conventional,tour-based
96628,2668,2375,1.0,PostNL,conventional,tour-based
