Parcel_ID,O_zone,D_zone,CEP,Network,Type
6373,808,2668,PostNL,conventional,tour-based
6373,2668,127,PostNL,conventional,tour-based
6374,7259,2668,PostNL,conventional,tour-based
6374,2668,127,PostNL,conventional,tour-based
6375,7026,6955,PostNL,conventional,tour-based
6375,6955,2668,PostNL,conventional,consolidated
6375,2668,127,PostNL,conventional,tour-based
6418,1024,2668,PostNL,conventional,tour-based
6418,2668,127,PostNL,conventional,tour-based
6420,5467,4178,PostNL,conventional,tour-based
6420,4178,2668,PostNL,conventional,consolidated
6420,2668,127,PostNL,conventional,tour-based
6437,89,2668,PostNL,conventional,tour-based
6437,2668,127,PostNL,conventional,tour-based
6462,1565,6955,PostNL,conventional,tour-based
6462,6955,2668,PostNL,conventional,consolidated
6462,2668,127,PostNL,conventional,tour-based
6463,3408,2668,PostNL,conventional,tour-based
6463,2668,127,PostNL,conventional,tour-based
6490,4531,5501,DHL,conventional,tour-based
6490,5501,1008,DHL,conventional,consolidated
6490,1008,128,DHL,conventional,tour-based
6495,668,4604,DPD,conventional,tour-based
6495,4604,128,DPD,conventional,tour-based
6506,788,2668,PostNL,conventional,tour-based
6506,2668,128,PostNL,conventional,tour-based
6511,6918,6955,PostNL,conventional,tour-based
6511,6955,2668,PostNL,conventional,consolidated
6511,2668,128,PostNL,conventional,tour-based
6520,299,2668,PostNL,conventional,tour-based
6520,2668,128,PostNL,conventional,tour-based
6531,6957,1044,DHL,conventional,tour-based
6531,1044,1008,DHL,conventional,consolidated
6531,1008,129,DHL,conventional,tour-based
6535,1379,1008,DHL,conventional,tour-based
6535,1008,129,DHL,conventional,tour-based
6543,7295,1044,DHL,conventional,tour-based
6543,1044,1008,DHL,conventional,consolidated
6543,1008,129,DHL,conventional,tour-based
6556,7369,7366,GLS,conventional,tour-based
6556,7366,4604,GLS,conventional,consolidated
6556,4604,129,DPD,conventional,tour-based
6560,7000,4604,DPD,conventional,tour-based
6560,4604,129,DPD,conventional,tour-based
6561,497,4604,DPD,conventional,tour-based
6561,4604,129,DPD,conventional,tour-based
6574,156,2668,PostNL,conventional,tour-based
6574,2668,129,PostNL,conventional,tour-based
6597,1773,6955,PostNL,conventional,tour-based
6597,6955,2668,PostNL,conventional,consolidated
6597,2668,129,PostNL,conventional,tour-based
6614,581,1008,DHL,conventional,tour-based
6614,1008,130,DHL,conventional,tour-based
6628,579,1008,DHL,conventional,tour-based
6628,1008,130,DHL,conventional,tour-based
6637,241,4604,DPD,conventional,tour-based
6637,4604,130,DPD,conventional,tour-based
6653,5802,4178,PostNL,conventional,tour-based
6653,4178,2668,PostNL,conventional,consolidated
6653,2668,130,PostNL,conventional,tour-based
6673,689,2668,PostNL,conventional,tour-based
6673,2668,130,PostNL,conventional,tour-based
6690,6156,5501,DHL,conventional,tour-based
6690,5501,1008,DHL,conventional,consolidated
6690,1008,131,DHL,conventional,tour-based
6703,6797,6767,DHL,conventional,tour-based
6703,6767,1008,DHL,conventional,consolidated
6703,1008,131,DHL,conventional,tour-based
6712,5677,4604,DPD,conventional,tour-based
6712,4604,131,DPD,conventional,tour-based
6721,505,2668,PostNL,conventional,tour-based
6721,2668,131,PostNL,conventional,tour-based
6732,5129,4178,PostNL,conventional,tour-based
6732,4178,2668,PostNL,conventional,consolidated
6732,2668,131,PostNL,conventional,tour-based
6743,5826,4178,PostNL,conventional,tour-based
6743,4178,2668,PostNL,conventional,consolidated
6743,2668,131,PostNL,conventional,tour-based
6748,633,2668,PostNL,conventional,tour-based
6748,2668,131,PostNL,conventional,tour-based
6754,7379,7399,PostNL,conventional,tour-based
6754,7399,2668,PostNL,conventional,consolidated
6754,2668,131,PostNL,conventional,tour-based
6760,293,4604,DPD,conventional,tour-based
6760,4604,131,DPD,conventional,tour-based
6772,7198,5501,DHL,conventional,tour-based
6772,5501,1008,DHL,conventional,consolidated
6772,1008,132,DHL,conventional,tour-based
6798,5827,5514,GLS,conventional,tour-based
6798,5514,4604,GLS,conventional,consolidated
6798,4604,132,DPD,conventional,tour-based
6815,200,4604,DPD,conventional,tour-based
6815,4604,132,DPD,conventional,tour-based
6818,329,2668,PostNL,conventional,tour-based
6818,2668,132,PostNL,conventional,tour-based
6829,6718,2668,PostNL,conventional,tour-based
6829,2668,132,PostNL,conventional,tour-based
6830,554,2668,PostNL,conventional,tour-based
6830,2668,132,PostNL,conventional,tour-based
6842,490,2668,PostNL,conventional,tour-based
6842,2668,132,PostNL,conventional,tour-based
6881,2259,2668,PostNL,conventional,tour-based
6881,2668,132,PostNL,conventional,tour-based
6886,5165,3362,UPS,conventional,tour-based
6886,3362,4604,UPS,conventional,consolidated
6886,4604,132,DPD,conventional,tour-based
6914,823,2662,DHL,conventional,tour-based
6914,2662,1008,DHL,conventional,consolidated
6914,1008,133,DHL,conventional,tour-based
6936,203,4604,DPD,conventional,tour-based
6936,4604,133,DPD,conventional,tour-based
6940,531,4604,DPD,conventional,tour-based
6940,4604,133,DPD,conventional,tour-based
6943,48,4604,DPD,conventional,tour-based
6943,4604,133,DPD,conventional,tour-based
6955,487,2668,PostNL,conventional,tour-based
6955,2668,133,PostNL,conventional,tour-based
6968,3583,4178,PostNL,conventional,tour-based
6968,4178,2668,PostNL,conventional,consolidated
6968,2668,133,PostNL,conventional,tour-based
6979,570,2668,PostNL,conventional,tour-based
6979,2668,133,PostNL,conventional,tour-based
6982,646,2668,PostNL,conventional,tour-based
6982,2668,133,PostNL,conventional,tour-based
6985,282,2668,PostNL,conventional,tour-based
6985,2668,133,PostNL,conventional,tour-based
6993,896,2668,PostNL,conventional,tour-based
6993,2668,133,PostNL,conventional,tour-based
6997,7141,4178,PostNL,conventional,tour-based
6997,4178,2668,PostNL,conventional,consolidated
6997,2668,133,PostNL,conventional,tour-based
7000,6964,6955,PostNL,conventional,tour-based
7000,6955,2668,PostNL,conventional,consolidated
7000,2668,133,PostNL,conventional,tour-based
7018,7052,4137,FedEx,conventional,tour-based
7018,4137,4604,FedEx,conventional,consolidated
7018,4604,133,DPD,conventional,tour-based
7021,693,1044,DHL,conventional,tour-based
7021,1044,1008,DHL,conventional,consolidated
7021,1008,134,DHL,conventional,tour-based
7038,270,1044,DHL,conventional,tour-based
7038,1044,1008,DHL,conventional,consolidated
7038,1008,134,DHL,conventional,tour-based
7066,698,4604,DPD,conventional,tour-based
7066,4604,134,DPD,conventional,tour-based
7070,510,4604,DPD,conventional,tour-based
7070,4604,134,DPD,conventional,tour-based
7073,693,4604,DPD,conventional,tour-based
7073,4604,134,DPD,conventional,tour-based
7080,7340,7399,PostNL,conventional,tour-based
7080,7399,2668,PostNL,conventional,consolidated
7080,2668,134,PostNL,conventional,tour-based
7111,492,2668,PostNL,conventional,tour-based
7111,2668,134,PostNL,conventional,tour-based
7130,734,2668,PostNL,conventional,tour-based
7130,2668,134,PostNL,conventional,tour-based
7132,7050,7399,PostNL,conventional,tour-based
7132,7399,2668,PostNL,conventional,consolidated
7132,2668,134,PostNL,conventional,tour-based
7150,330,2668,PostNL,conventional,tour-based
7150,2668,134,PostNL,conventional,tour-based
7153,899,4604,DPD,conventional,tour-based
7153,4604,134,DPD,conventional,tour-based
7168,7350,5501,DHL,conventional,tour-based
7168,5501,1008,DHL,conventional,consolidated
7168,1008,135,DHL,conventional,tour-based
7187,74,1008,DHL,conventional,tour-based
7187,1008,135,DHL,conventional,tour-based
7189,407,5514,GLS,conventional,tour-based
7189,5514,4604,GLS,conventional,consolidated
7189,4604,135,DPD,conventional,tour-based
7203,798,4604,DPD,conventional,tour-based
7203,4604,135,DPD,conventional,tour-based
7210,693,2668,PostNL,conventional,tour-based
7210,2668,135,PostNL,conventional,tour-based
7218,790,2668,PostNL,conventional,tour-based
7218,2668,135,PostNL,conventional,tour-based
7244,6899,6955,PostNL,conventional,tour-based
7244,6955,2668,PostNL,conventional,consolidated
7244,2668,135,PostNL,conventional,tour-based
7245,5757,4178,PostNL,conventional,tour-based
7245,4178,2668,PostNL,conventional,consolidated
7245,2668,135,PostNL,conventional,tour-based
7248,1027,2668,PostNL,conventional,tour-based
7248,2668,135,PostNL,conventional,tour-based
7320,837,4604,DPD,conventional,tour-based
7320,4604,136,DPD,conventional,tour-based
7323,374,5514,GLS,conventional,tour-based
7323,5514,4604,GLS,conventional,consolidated
7323,4604,136,DPD,conventional,tour-based
7330,3379,3362,UPS,conventional,tour-based
7330,3362,4604,UPS,conventional,consolidated
7330,4604,136,DPD,conventional,tour-based
7334,5160,3362,UPS,conventional,tour-based
7334,3362,4604,UPS,conventional,consolidated
7334,4604,136,DPD,conventional,tour-based
7338,89,2668,PostNL,conventional,tour-based
7338,2668,136,PostNL,conventional,tour-based
7345,888,2668,PostNL,conventional,tour-based
7345,2668,136,PostNL,conventional,tour-based
7368,405,2668,PostNL,conventional,tour-based
7368,2668,136,PostNL,conventional,tour-based
7406,7031,4178,PostNL,conventional,tour-based
7406,4178,2668,PostNL,conventional,consolidated
7406,2668,136,PostNL,conventional,tour-based
7412,3363,2668,PostNL,conventional,tour-based
7412,2668,136,PostNL,conventional,tour-based
7431,73,4604,DPD,conventional,tour-based
7431,4604,136,DPD,conventional,tour-based
7447,1235,1008,DHL,conventional,tour-based
7447,1008,137,DHL,conventional,tour-based
7476,650,1044,DHL,conventional,tour-based
7476,1044,1008,DHL,conventional,consolidated
7476,1008,137,DHL,conventional,tour-based
7494,6791,4604,DPD,conventional,tour-based
7494,4604,137,DPD,conventional,tour-based
7509,9,4604,DPD,conventional,tour-based
7509,4604,137,DPD,conventional,tour-based
7516,598,4604,DPD,conventional,tour-based
7516,4604,137,DPD,conventional,tour-based
7521,699,4604,DPD,conventional,tour-based
7521,4604,137,DPD,conventional,tour-based
7531,1024,2668,PostNL,conventional,tour-based
7531,2668,137,PostNL,conventional,tour-based
7574,6174,4178,PostNL,conventional,tour-based
7574,4178,2668,PostNL,conventional,consolidated
7574,2668,137,PostNL,conventional,tour-based
7581,314,2668,PostNL,conventional,tour-based
7581,2668,137,PostNL,conventional,tour-based
7635,273,2668,PostNL,conventional,tour-based
7635,2668,137,PostNL,conventional,tour-based
7673,4566,5501,DHL,conventional,tour-based
7673,5501,1008,DHL,conventional,consolidated
7673,1008,140,DHL,conventional,tour-based
7693,876,4604,DPD,conventional,tour-based
7693,4604,140,DPD,conventional,tour-based
7723,329,4604,DPD,conventional,tour-based
7723,4604,140,DPD,conventional,tour-based
7756,226,4604,DPD,conventional,tour-based
7756,4604,141,DPD,conventional,tour-based
7759,660,2668,PostNL,conventional,tour-based
7759,2668,141,PostNL,conventional,tour-based
7765,91,2668,PostNL,conventional,tour-based
7765,2668,141,PostNL,conventional,tour-based
7766,7243,6955,PostNL,conventional,tour-based
7766,6955,2668,PostNL,conventional,consolidated
7766,2668,141,PostNL,conventional,tour-based
7784,1052,2668,PostNL,conventional,tour-based
7784,2668,141,PostNL,conventional,tour-based
7789,597,2668,PostNL,conventional,tour-based
7789,2668,141,PostNL,conventional,tour-based
7804,321,4604,DPD,conventional,tour-based
7804,4604,141,DPD,conventional,tour-based
7816,671,1044,DHL,conventional,tour-based
7816,1044,1008,DHL,conventional,consolidated
7816,1008,142,DHL,conventional,tour-based
7821,2535,1044,DHL,conventional,tour-based
7821,1044,1008,DHL,conventional,consolidated
7821,1008,142,DHL,conventional,tour-based
7826,6070,5501,DHL,conventional,tour-based
7826,5501,1008,DHL,conventional,consolidated
7826,1008,142,DHL,conventional,tour-based
7829,260,1044,DHL,conventional,tour-based
7829,1044,1008,DHL,conventional,consolidated
7829,1008,142,DHL,conventional,tour-based
7834,522,4604,DPD,conventional,tour-based
7834,4604,142,DPD,conventional,tour-based
7854,203,2668,PostNL,conventional,tour-based
7854,2668,142,PostNL,conventional,tour-based
7865,316,2668,PostNL,conventional,tour-based
7865,2668,142,PostNL,conventional,tour-based
7870,235,2668,PostNL,conventional,tour-based
7870,2668,142,PostNL,conventional,tour-based
7891,5,2668,PostNL,conventional,tour-based
7891,2668,142,PostNL,conventional,tour-based
7927,68,4604,DPD,conventional,tour-based
7927,4604,143,DPD,conventional,tour-based
7933,3666,4178,PostNL,conventional,tour-based
7933,4178,2668,PostNL,conventional,consolidated
7933,2668,143,PostNL,conventional,tour-based
7935,7301,6955,PostNL,conventional,tour-based
7935,6955,2668,PostNL,conventional,consolidated
7935,2668,143,PostNL,conventional,tour-based
7969,579,4604,DPD,conventional,tour-based
7969,4604,143,DPD,conventional,tour-based
7972,4680,5514,GLS,conventional,tour-based
7972,5514,4604,GLS,conventional,consolidated
7972,4604,143,DPD,conventional,tour-based
7979,3406,5501,DHL,conventional,tour-based
7979,5501,1008,DHL,conventional,consolidated
7979,1008,144,DHL,conventional,tour-based
8006,843,2668,PostNL,conventional,tour-based
8006,2668,144,PostNL,conventional,tour-based
8009,517,2668,PostNL,conventional,tour-based
8009,2668,144,PostNL,conventional,tour-based
8017,1508,2668,PostNL,conventional,tour-based
8017,2668,144,PostNL,conventional,tour-based
8018,536,2668,PostNL,conventional,tour-based
8018,2668,144,PostNL,conventional,tour-based
8028,626,1044,DHL,conventional,tour-based
8028,1044,145,DHL,conventional,tour-based
8046,4258,4178,PostNL,conventional,tour-based
8046,4178,2668,PostNL,conventional,consolidated
8046,2668,145,PostNL,conventional,tour-based
8092,509,2668,PostNL,conventional,tour-based
8092,2668,146,PostNL,conventional,tour-based
8106,384,5514,GLS,conventional,tour-based
8106,5514,4604,GLS,conventional,consolidated
8106,4604,147,DPD,conventional,tour-based
8133,3363,5501,DHL,conventional,tour-based
8133,5501,1008,DHL,conventional,consolidated
8133,1008,148,DHL,conventional,tour-based
8137,912,4604,DPD,conventional,tour-based
8137,4604,148,DPD,conventional,tour-based
8153,1463,2668,PostNL,conventional,tour-based
8153,2668,148,PostNL,conventional,tour-based
8171,7179,4178,PostNL,conventional,tour-based
8171,4178,2668,PostNL,conventional,consolidated
8171,2668,148,PostNL,conventional,tour-based
8216,5826,5514,GLS,conventional,tour-based
8216,5514,4604,GLS,conventional,consolidated
8216,4604,149,DPD,conventional,tour-based
8245,6782,2668,PostNL,conventional,tour-based
8245,2668,149,PostNL,conventional,tour-based
8247,4406,4178,PostNL,conventional,tour-based
8247,4178,2668,PostNL,conventional,consolidated
8247,2668,149,PostNL,conventional,tour-based
8281,6154,4137,FedEx,conventional,tour-based
8281,4137,4604,FedEx,conventional,consolidated
8281,4604,150,DPD,conventional,tour-based
8282,531,4604,DPD,conventional,tour-based
8282,4604,150,DPD,conventional,tour-based
8292,878,2668,PostNL,conventional,tour-based
8292,2668,150,PostNL,conventional,tour-based
8316,299,2668,PostNL,conventional,tour-based
8316,2668,150,PostNL,conventional,tour-based
8333,64,4604,DPD,conventional,tour-based
8333,4604,150,DPD,conventional,tour-based
8339,7307,1044,DHL,conventional,tour-based
8339,1044,1008,DHL,conventional,consolidated
8339,1008,151,DHL,conventional,tour-based
8343,575,1008,DHL,conventional,tour-based
8343,1008,151,DHL,conventional,tour-based
8347,7365,7366,GLS,conventional,tour-based
8347,7366,4604,GLS,conventional,consolidated
8347,4604,151,DPD,conventional,tour-based
8374,3708,3362,UPS,conventional,tour-based
8374,3362,4604,UPS,conventional,consolidated
8374,4604,151,DPD,conventional,tour-based
8375,163,4604,DPD,conventional,tour-based
8375,4604,151,DPD,conventional,tour-based
8392,598,1008,DHL,conventional,tour-based
8392,1008,1044,DHL,conventional,consolidated
8392,1044,153,DHL,conventional,tour-based
8444,6022,4178,PostNL,conventional,tour-based
8444,4178,2668,PostNL,conventional,consolidated
8444,2668,153,PostNL,conventional,tour-based
8448,259,2668,PostNL,conventional,tour-based
8448,2668,153,PostNL,conventional,tour-based
8460,7046,5501,DHL,conventional,tour-based
8460,5501,1008,DHL,conventional,consolidated
8460,1008,154,DHL,conventional,tour-based
8473,6163,5514,GLS,conventional,tour-based
8473,5514,4604,GLS,conventional,consolidated
8473,4604,154,DPD,conventional,tour-based
8476,617,4604,DPD,conventional,tour-based
8476,4604,154,DPD,conventional,tour-based
8490,685,2668,PostNL,conventional,tour-based
8490,2668,154,PostNL,conventional,tour-based
8499,619,2668,PostNL,conventional,tour-based
8499,2668,154,PostNL,conventional,tour-based
8527,27,1008,DHL,conventional,tour-based
8527,1008,155,DHL,conventional,tour-based
8538,2006,1044,DHL,conventional,tour-based
8538,1044,1008,DHL,conventional,consolidated
8538,1008,155,DHL,conventional,tour-based
8573,183,4604,DPD,conventional,tour-based
8573,4604,155,DPD,conventional,tour-based
8584,1302,4604,DPD,conventional,tour-based
8584,4604,155,DPD,conventional,tour-based
8588,520,4604,DPD,conventional,tour-based
8588,4604,155,DPD,conventional,tour-based
8590,683,2668,PostNL,conventional,tour-based
8590,2668,155,PostNL,conventional,tour-based
8614,4316,6955,PostNL,conventional,tour-based
8614,6955,2668,PostNL,conventional,consolidated
8614,2668,155,PostNL,conventional,tour-based
8648,208,2668,PostNL,conventional,tour-based
8648,2668,155,PostNL,conventional,tour-based
8652,930,2668,PostNL,conventional,tour-based
8652,2668,155,PostNL,conventional,tour-based
8656,727,2668,PostNL,conventional,tour-based
8656,2668,155,PostNL,conventional,tour-based
8662,1201,2668,PostNL,conventional,tour-based
8662,2668,155,PostNL,conventional,tour-based
8663,7042,7399,PostNL,conventional,tour-based
8663,7399,2668,PostNL,conventional,consolidated
8663,2668,155,PostNL,conventional,tour-based
8711,1452,1008,DHL,conventional,tour-based
8711,1008,156,DHL,conventional,tour-based
8712,412,2662,DHL,conventional,tour-based
8712,2662,1008,DHL,conventional,consolidated
8712,1008,156,DHL,conventional,tour-based
8745,947,4604,DPD,conventional,tour-based
8745,4604,156,DPD,conventional,tour-based
8773,7378,7399,PostNL,conventional,tour-based
8773,7399,2668,PostNL,conventional,consolidated
8773,2668,156,PostNL,conventional,tour-based
8782,6188,4178,PostNL,conventional,tour-based
8782,4178,2668,PostNL,conventional,consolidated
8782,2668,156,PostNL,conventional,tour-based
8786,103,2668,PostNL,conventional,tour-based
8786,2668,156,PostNL,conventional,tour-based
8787,609,2668,PostNL,conventional,tour-based
8787,2668,156,PostNL,conventional,tour-based
8789,866,2668,PostNL,conventional,tour-based
8789,2668,156,PostNL,conventional,tour-based
8806,788,2668,PostNL,conventional,tour-based
8806,2668,156,PostNL,conventional,tour-based
8818,442,2668,PostNL,conventional,tour-based
8818,2668,156,PostNL,conventional,tour-based
8822,319,2668,PostNL,conventional,tour-based
8822,2668,156,PostNL,conventional,tour-based
8826,519,2668,PostNL,conventional,tour-based
8826,2668,156,PostNL,conventional,tour-based
8829,357,2668,PostNL,conventional,tour-based
8829,2668,156,PostNL,conventional,tour-based
8850,7248,2668,PostNL,conventional,tour-based
8850,2668,156,PostNL,conventional,tour-based
8867,7301,6955,PostNL,conventional,tour-based
8867,6955,2668,PostNL,conventional,consolidated
8867,2668,156,PostNL,conventional,tour-based
8868,6191,5514,GLS,conventional,tour-based
8868,5514,4604,GLS,conventional,consolidated
8868,4604,156,DPD,conventional,tour-based
8869,7049,4137,FedEx,conventional,tour-based
8869,4137,4604,FedEx,conventional,consolidated
8869,4604,156,DPD,conventional,tour-based
8876,6258,5514,GLS,conventional,tour-based
8876,5514,4604,GLS,conventional,consolidated
8876,4604,156,DPD,conventional,tour-based
8888,640,1044,DHL,conventional,tour-based
8888,1044,1008,DHL,conventional,consolidated
8888,1008,157,DHL,conventional,tour-based
8896,720,2662,DHL,conventional,tour-based
8896,2662,1008,DHL,conventional,consolidated
8896,1008,157,DHL,conventional,tour-based
8921,1563,6955,PostNL,conventional,tour-based
8921,6955,2668,PostNL,conventional,consolidated
8921,2668,157,PostNL,conventional,tour-based
8926,2835,2668,PostNL,conventional,tour-based
8926,2668,157,PostNL,conventional,tour-based
8935,3980,4178,PostNL,conventional,tour-based
8935,4178,2668,PostNL,conventional,consolidated
8935,2668,157,PostNL,conventional,tour-based
8949,2297,2668,PostNL,conventional,tour-based
8949,2668,157,PostNL,conventional,tour-based
8984,7203,4178,PostNL,conventional,tour-based
8984,4178,2668,PostNL,conventional,consolidated
8984,2668,159,PostNL,conventional,tour-based
9013,508,4604,DPD,conventional,tour-based
9013,4604,160,DPD,conventional,tour-based
9030,672,2668,PostNL,conventional,tour-based
9030,2668,160,PostNL,conventional,tour-based
9037,1417,2668,PostNL,conventional,tour-based
9037,2668,160,PostNL,conventional,tour-based
9047,456,2668,PostNL,conventional,tour-based
9047,2668,160,PostNL,conventional,tour-based
9049,495,4604,DPD,conventional,tour-based
9049,4604,160,DPD,conventional,tour-based
9056,642,1044,DHL,conventional,tour-based
9056,1044,1008,DHL,conventional,consolidated
9056,1008,161,DHL,conventional,tour-based
9124,6141,4178,PostNL,conventional,tour-based
9124,4178,2668,PostNL,conventional,consolidated
9124,2668,162,PostNL,conventional,tour-based
9140,601,1044,DHL,conventional,tour-based
9140,1044,1008,DHL,conventional,consolidated
9140,1008,163,DHL,conventional,tour-based
9168,204,2668,PostNL,conventional,tour-based
9168,2668,163,PostNL,conventional,tour-based
9201,6612,5514,GLS,conventional,tour-based
9201,5514,4604,GLS,conventional,consolidated
9201,4604,163,DPD,conventional,tour-based
9203,5433,5514,GLS,conventional,tour-based
9203,5514,4604,GLS,conventional,consolidated
9203,4604,163,DPD,conventional,tour-based
9217,5596,2668,PostNL,conventional,tour-based
9217,2668,164,PostNL,conventional,tour-based
9221,140,2668,PostNL,conventional,tour-based
9221,2668,164,PostNL,conventional,tour-based
9232,249,1044,DHL,conventional,tour-based
9232,1044,1008,DHL,conventional,consolidated
9232,1008,165,DHL,conventional,tour-based
9238,744,5514,GLS,conventional,tour-based
9238,5514,4604,GLS,conventional,consolidated
9238,4604,165,DPD,conventional,tour-based
9305,330,2668,PostNL,conventional,tour-based
9305,2668,166,PostNL,conventional,tour-based
9325,1878,2668,PostNL,conventional,tour-based
9325,2668,166,PostNL,conventional,tour-based
9343,6194,4178,PostNL,conventional,tour-based
9343,4178,2668,PostNL,conventional,consolidated
9343,2668,166,PostNL,conventional,tour-based
9351,596,4604,DPD,conventional,tour-based
9351,4604,166,DPD,conventional,tour-based
9358,646,1044,DHL,conventional,tour-based
9358,1044,1008,DHL,conventional,consolidated
9358,1008,167,DHL,conventional,tour-based
9360,1484,1008,DHL,conventional,tour-based
9360,1008,167,DHL,conventional,tour-based
9402,549,2668,PostNL,conventional,tour-based
9402,2668,167,PostNL,conventional,tour-based
9403,425,2668,PostNL,conventional,tour-based
9403,2668,167,PostNL,conventional,tour-based
9407,2397,2668,PostNL,conventional,tour-based
9407,2668,167,PostNL,conventional,tour-based
9410,535,2668,PostNL,conventional,tour-based
9410,2668,167,PostNL,conventional,tour-based
9436,49,2668,PostNL,conventional,tour-based
9436,2668,169,PostNL,conventional,tour-based
9455,5193,3362,UPS,conventional,tour-based
9455,3362,4604,UPS,conventional,consolidated
9455,4604,172,DPD,conventional,tour-based
9460,2384,2668,PostNL,conventional,tour-based
9460,2668,172,PostNL,conventional,tour-based
9467,58,2668,PostNL,conventional,tour-based
9467,2668,172,PostNL,conventional,tour-based
9479,204,4604,DPD,conventional,tour-based
9479,4604,172,DPD,conventional,tour-based
9485,791,2668,PostNL,conventional,tour-based
9485,2668,173,PostNL,conventional,tour-based
9509,947,1008,DHL,conventional,tour-based
9509,1008,174,DHL,conventional,tour-based
9515,3676,3362,UPS,conventional,tour-based
9515,3362,4604,UPS,conventional,consolidated
9515,4604,174,DPD,conventional,tour-based
9519,2402,4604,DPD,conventional,tour-based
9519,4604,174,DPD,conventional,tour-based
9527,3581,4178,PostNL,conventional,tour-based
9527,4178,2668,PostNL,conventional,consolidated
9527,2668,174,PostNL,conventional,tour-based
9530,381,2668,PostNL,conventional,tour-based
9530,2668,174,PostNL,conventional,tour-based
9562,5403,4178,PostNL,conventional,tour-based
9562,4178,2668,PostNL,conventional,consolidated
9562,2668,174,PostNL,conventional,tour-based
9572,285,4604,DPD,conventional,tour-based
9572,4604,174,DPD,conventional,tour-based
9588,653,1044,DHL,conventional,tour-based
9588,1044,1008,DHL,conventional,consolidated
9588,1008,176,DHL,conventional,tour-based
9590,7328,5501,DHL,conventional,tour-based
9590,5501,1008,DHL,conventional,consolidated
9590,1008,176,DHL,conventional,tour-based
9597,888,1008,DHL,conventional,tour-based
9597,1008,176,DHL,conventional,tour-based
9598,735,2662,DHL,conventional,tour-based
9598,2662,1008,DHL,conventional,consolidated
9598,1008,176,DHL,conventional,tour-based
9600,7382,7366,GLS,conventional,tour-based
9600,7366,4604,GLS,conventional,consolidated
9600,4604,176,DPD,conventional,tour-based
9602,6788,4604,DPD,conventional,tour-based
9602,4604,176,DPD,conventional,tour-based
9615,2295,2668,PostNL,conventional,tour-based
9615,2668,176,PostNL,conventional,tour-based
9623,1042,2668,PostNL,conventional,tour-based
9623,2668,176,PostNL,conventional,tour-based
9637,7386,7399,PostNL,conventional,tour-based
9637,7399,2668,PostNL,conventional,consolidated
9637,2668,176,PostNL,conventional,tour-based
9643,267,4604,DPD,conventional,tour-based
9643,4604,176,DPD,conventional,tour-based
9659,484,2668,PostNL,conventional,tour-based
9659,2668,177,PostNL,conventional,tour-based
9710,692,4604,DPD,conventional,tour-based
9710,4604,180,DPD,conventional,tour-based
9717,5493,4178,PostNL,conventional,tour-based
9717,4178,2668,PostNL,conventional,consolidated
9717,2668,180,PostNL,conventional,tour-based
9718,4383,6955,PostNL,conventional,tour-based
9718,6955,2668,PostNL,conventional,consolidated
9718,2668,180,PostNL,conventional,tour-based
9722,136,1008,DHL,conventional,tour-based
9722,1008,181,DHL,conventional,tour-based
9724,7312,7399,PostNL,conventional,tour-based
9724,7399,2668,PostNL,conventional,consolidated
9724,2668,181,PostNL,conventional,tour-based
9725,7026,6955,PostNL,conventional,tour-based
9725,6955,2668,PostNL,conventional,consolidated
9725,2668,181,PostNL,conventional,tour-based
9734,5441,2668,PostNL,conventional,tour-based
9734,2668,182,PostNL,conventional,tour-based
9735,590,2668,PostNL,conventional,tour-based
9735,2668,182,PostNL,conventional,tour-based
9737,653,1044,DHL,conventional,tour-based
9737,1044,1008,DHL,conventional,consolidated
9737,1008,183,DHL,conventional,tour-based
9742,561,4604,DPD,conventional,tour-based
9742,4604,183,DPD,conventional,tour-based
9746,469,2668,PostNL,conventional,tour-based
9746,2668,183,PostNL,conventional,tour-based
9752,878,2668,PostNL,conventional,tour-based
9752,2668,183,PostNL,conventional,tour-based
9757,6920,4604,DPD,conventional,tour-based
9757,4604,183,DPD,conventional,tour-based
9761,7286,6955,PostNL,conventional,tour-based
9761,6955,2668,PostNL,conventional,consolidated
9761,2668,184,PostNL,conventional,tour-based
9766,7254,7241,DHL,conventional,tour-based
9766,7241,1008,DHL,conventional,consolidated
9766,1008,186,DHL,conventional,tour-based
9769,6854,4604,DPD,conventional,tour-based
9769,4604,186,DPD,conventional,tour-based
9808,201,2668,PostNL,conventional,tour-based
9808,2668,187,PostNL,conventional,tour-based
9813,7283,6955,PostNL,conventional,tour-based
9813,6955,2668,PostNL,conventional,consolidated
9813,2668,187,PostNL,conventional,tour-based
9825,4584,6955,PostNL,conventional,tour-based
9825,6955,2668,PostNL,conventional,consolidated
9825,2668,187,PostNL,conventional,tour-based
9852,635,1044,DHL,conventional,tour-based
9852,1044,1008,DHL,conventional,consolidated
9852,1008,189,DHL,conventional,tour-based
9868,210,4604,DPD,conventional,tour-based
9868,4604,189,DPD,conventional,tour-based
9872,1239,2668,PostNL,conventional,tour-based
9872,2668,189,PostNL,conventional,tour-based
9875,641,2668,PostNL,conventional,tour-based
9875,2668,189,PostNL,conventional,tour-based
9881,6873,6955,PostNL,conventional,tour-based
9881,6955,2668,PostNL,conventional,consolidated
9881,2668,189,PostNL,conventional,tour-based
9897,303,2668,PostNL,conventional,tour-based
9897,2668,189,PostNL,conventional,tour-based
9914,664,4604,DPD,conventional,tour-based
