Parcel_ID,O_zone,D_zone,CEP,Network,Type
26879,1055,1044,DHL,conventional,tour-based
26879,1044,2662,DHL,conventional,consolidated
26879,2662,466,DHL,conventional,tour-based
26896,7270,6767,DHL,conventional,tour-based
26896,6767,2662,DHL,conventional,consolidated
26896,2662,466,DHL,conventional,tour-based
26903,244,1008,DHL,conventional,tour-based
26903,1008,2662,DHL,conventional,consolidated
26903,2662,466,DHL,conventional,tour-based
26982,4601,6955,PostNL,conventional,tour-based
26982,6955,2668,PostNL,conventional,consolidated
26982,2668,466,PostNL,conventional,tour-based
26986,607,2668,PostNL,conventional,tour-based
26986,2668,466,PostNL,conventional,tour-based
27016,1931,6955,PostNL,conventional,tour-based
27016,6955,2668,PostNL,conventional,consolidated
27016,2668,466,PostNL,conventional,tour-based
27024,553,2668,PostNL,conventional,tour-based
27024,2668,466,PostNL,conventional,tour-based
27037,5933,6955,PostNL,conventional,tour-based
27037,6955,2668,PostNL,conventional,consolidated
27037,2668,466,PostNL,conventional,tour-based
27043,6218,4178,PostNL,conventional,tour-based
27043,4178,2668,PostNL,conventional,consolidated
27043,2668,466,PostNL,conventional,tour-based
27046,341,2668,PostNL,conventional,tour-based
27046,2668,466,PostNL,conventional,tour-based
27048,7294,6955,PostNL,conventional,tour-based
27048,6955,2668,PostNL,conventional,consolidated
27048,2668,466,PostNL,conventional,tour-based
27065,287,2668,PostNL,conventional,tour-based
27065,2668,466,PostNL,conventional,tour-based
27066,843,2668,PostNL,conventional,tour-based
27066,2668,466,PostNL,conventional,tour-based
27074,292,4604,DPD,conventional,tour-based
27074,4604,466,DPD,conventional,tour-based
27077,3431,3362,UPS,conventional,tour-based
27077,3362,4604,UPS,conventional,consolidated
27077,4604,466,DPD,conventional,tour-based
27090,707,4604,DPD,conventional,tour-based
27090,4604,466,DPD,conventional,tour-based
27170,6203,4178,PostNL,conventional,tour-based
27170,4178,2668,PostNL,conventional,consolidated
27170,2668,467,PostNL,conventional,tour-based
27175,6764,2668,PostNL,conventional,tour-based
27175,2668,467,PostNL,conventional,tour-based
27218,7230,4178,PostNL,conventional,tour-based
27218,4178,2668,PostNL,conventional,consolidated
27218,2668,467,PostNL,conventional,tour-based
27242,647,2668,PostNL,conventional,tour-based
27242,2668,467,PostNL,conventional,tour-based
27254,924,4604,DPD,conventional,tour-based
27254,4604,467,DPD,conventional,tour-based
27273,7027,5501,DHL,conventional,tour-based
27273,5501,1044,DHL,conventional,consolidated
27273,1044,468,DHL,conventional,tour-based
27292,513,1044,DHL,conventional,tour-based
27292,1044,468,DHL,conventional,tour-based
27301,2535,4604,DPD,conventional,tour-based
27301,4604,468,DPD,conventional,tour-based
27314,5810,5514,GLS,conventional,tour-based
27314,5514,4604,GLS,conventional,consolidated
27314,4604,468,DPD,conventional,tour-based
27315,6758,4604,DPD,conventional,tour-based
27315,4604,468,DPD,conventional,tour-based
27330,605,2668,PostNL,conventional,tour-based
27330,2668,468,PostNL,conventional,tour-based
27340,2330,2668,PostNL,conventional,tour-based
27340,2668,468,PostNL,conventional,tour-based
27356,313,2668,PostNL,conventional,tour-based
27356,2668,468,PostNL,conventional,tour-based
27367,6192,4178,PostNL,conventional,tour-based
27367,4178,2668,PostNL,conventional,consolidated
27367,2668,468,PostNL,conventional,tour-based
27375,824,2668,PostNL,conventional,tour-based
27375,2668,468,PostNL,conventional,tour-based
27425,2367,2662,DHL,conventional,tour-based
27425,2662,1044,DHL,conventional,consolidated
27425,1044,469,DHL,conventional,tour-based
27427,4803,5501,DHL,conventional,tour-based
27427,5501,1044,DHL,conventional,consolidated
27427,1044,469,DHL,conventional,tour-based
27438,200,1008,DHL,conventional,tour-based
27438,1008,1044,DHL,conventional,consolidated
27438,1044,469,DHL,conventional,tour-based
27451,963,1008,DHL,conventional,tour-based
27451,1008,1044,DHL,conventional,consolidated
27451,1044,469,DHL,conventional,tour-based
27452,1021,1044,DHL,conventional,tour-based
27452,1044,469,DHL,conventional,tour-based
27454,7163,5501,DHL,conventional,tour-based
27454,5501,1044,DHL,conventional,consolidated
27454,1044,469,DHL,conventional,tour-based
27480,39,4604,DPD,conventional,tour-based
27480,4604,469,DPD,conventional,tour-based
27487,4360,4604,DPD,conventional,tour-based
27487,4604,469,DPD,conventional,tour-based
27506,317,2668,PostNL,conventional,tour-based
27506,2668,469,PostNL,conventional,tour-based
27510,338,2668,PostNL,conventional,tour-based
27510,2668,469,PostNL,conventional,tour-based
27542,6143,4178,PostNL,conventional,tour-based
27542,4178,2668,PostNL,conventional,consolidated
27542,2668,469,PostNL,conventional,tour-based
27563,2156,2668,PostNL,conventional,tour-based
27563,2668,469,PostNL,conventional,tour-based
27590,658,2668,PostNL,conventional,tour-based
27590,2668,469,PostNL,conventional,tour-based
27599,5129,3362,UPS,conventional,tour-based
27599,3362,4604,UPS,conventional,consolidated
27599,4604,469,DPD,conventional,tour-based
27602,2297,4604,DPD,conventional,tour-based
27602,4604,469,DPD,conventional,tour-based
27610,6930,4604,DPD,conventional,tour-based
27610,4604,469,DPD,conventional,tour-based
27614,157,4604,DPD,conventional,tour-based
27614,4604,469,DPD,conventional,tour-based
27620,1726,1044,DHL,conventional,tour-based
27620,1044,472,DHL,conventional,tour-based
27628,6408,5501,DHL,conventional,tour-based
27628,5501,1044,DHL,conventional,consolidated
27628,1044,472,DHL,conventional,tour-based
27636,6779,6767,DHL,conventional,tour-based
27636,6767,1044,DHL,conventional,consolidated
27636,1044,472,DHL,conventional,tour-based
27643,695,1044,DHL,conventional,tour-based
27643,1044,472,DHL,conventional,tour-based
27647,2584,2662,DHL,conventional,tour-based
27647,2662,1044,DHL,conventional,consolidated
27647,1044,472,DHL,conventional,tour-based
27655,155,1008,DHL,conventional,tour-based
27655,1008,1044,DHL,conventional,consolidated
27655,1044,472,DHL,conventional,tour-based
27660,676,1044,DHL,conventional,tour-based
27660,1044,472,DHL,conventional,tour-based
27667,1592,4604,DPD,conventional,tour-based
27667,4604,472,DPD,conventional,tour-based
27676,259,4604,DPD,conventional,tour-based
27676,4604,472,DPD,conventional,tour-based
27677,557,4604,DPD,conventional,tour-based
27677,4604,472,DPD,conventional,tour-based
27684,395,4604,DPD,conventional,tour-based
27684,4604,472,DPD,conventional,tour-based
27690,658,4604,DPD,conventional,tour-based
27690,4604,472,DPD,conventional,tour-based
27708,810,2668,PostNL,conventional,tour-based
27708,2668,472,PostNL,conventional,tour-based
27719,508,2668,PostNL,conventional,tour-based
27719,2668,472,PostNL,conventional,tour-based
27728,7102,4178,PostNL,conventional,tour-based
27728,4178,2668,PostNL,conventional,consolidated
27728,2668,472,PostNL,conventional,tour-based
27732,7280,6955,PostNL,conventional,tour-based
27732,6955,2668,PostNL,conventional,consolidated
27732,2668,472,PostNL,conventional,tour-based
27740,425,2668,PostNL,conventional,tour-based
27740,2668,472,PostNL,conventional,tour-based
27744,7047,7399,PostNL,conventional,tour-based
27744,7399,2668,PostNL,conventional,consolidated
27744,2668,472,PostNL,conventional,tour-based
27746,817,2668,PostNL,conventional,tour-based
27746,2668,472,PostNL,conventional,tour-based
27755,7254,2668,PostNL,conventional,tour-based
27755,2668,472,PostNL,conventional,tour-based
27757,363,2668,PostNL,conventional,tour-based
27757,2668,472,PostNL,conventional,tour-based
27772,6944,6955,PostNL,conventional,tour-based
27772,6955,2668,PostNL,conventional,consolidated
27772,2668,472,PostNL,conventional,tour-based
27780,5969,6955,PostNL,conventional,tour-based
27780,6955,2668,PostNL,conventional,consolidated
27780,2668,472,PostNL,conventional,tour-based
27784,464,2668,PostNL,conventional,tour-based
27784,2668,472,PostNL,conventional,tour-based
27796,72,4604,DPD,conventional,tour-based
27796,4604,472,DPD,conventional,tour-based
27811,6814,4604,DPD,conventional,tour-based
27811,4604,472,DPD,conventional,tour-based
27812,749,4604,DPD,conventional,tour-based
27812,4604,472,DPD,conventional,tour-based
27829,816,5514,GLS,conventional,tour-based
27829,5514,4604,GLS,conventional,consolidated
27829,4604,473,DPD,conventional,tour-based
27844,7286,6955,PostNL,conventional,tour-based
27844,6955,2668,PostNL,conventional,consolidated
27844,2668,473,PostNL,conventional,tour-based
27849,891,2668,PostNL,conventional,tour-based
27849,2668,473,PostNL,conventional,tour-based
27856,289,4604,DPD,conventional,tour-based
27856,4604,473,DPD,conventional,tour-based
27860,7387,5501,DHL,conventional,tour-based
27860,5501,1044,DHL,conventional,consolidated
27860,1044,474,DHL,conventional,tour-based
27868,566,1044,DHL,conventional,tour-based
27868,1044,474,DHL,conventional,tour-based
27878,281,4604,DPD,conventional,tour-based
27878,4604,474,DPD,conventional,tour-based
27886,141,2668,PostNL,conventional,tour-based
27886,2668,474,PostNL,conventional,tour-based
27890,1583,6955,PostNL,conventional,tour-based
27890,6955,2668,PostNL,conventional,consolidated
27890,2668,474,PostNL,conventional,tour-based
27894,520,2668,PostNL,conventional,tour-based
27894,2668,474,PostNL,conventional,tour-based
27896,2584,2668,PostNL,conventional,tour-based
27896,2668,474,PostNL,conventional,tour-based
27903,463,2668,PostNL,conventional,tour-based
27903,2668,474,PostNL,conventional,tour-based
27914,7244,6955,PostNL,conventional,tour-based
27914,6955,2668,PostNL,conventional,consolidated
27914,2668,475,PostNL,conventional,tour-based
27935,5319,4178,PostNL,conventional,tour-based
27935,4178,2668,PostNL,conventional,consolidated
27935,2668,476,PostNL,conventional,tour-based
27943,6115,4178,PostNL,conventional,tour-based
27943,4178,2668,PostNL,conventional,consolidated
27943,2668,477,PostNL,conventional,tour-based
27950,276,1044,DHL,conventional,tour-based
27950,1044,478,DHL,conventional,tour-based
27971,6770,4604,DPD,conventional,tour-based
27971,4604,478,DPD,conventional,tour-based
27982,1774,6955,PostNL,conventional,tour-based
27982,6955,2668,PostNL,conventional,consolidated
27982,2668,478,PostNL,conventional,tour-based
27991,5802,4178,PostNL,conventional,tour-based
27991,4178,2668,PostNL,conventional,consolidated
27991,2668,478,PostNL,conventional,tour-based
28005,891,2668,PostNL,conventional,tour-based
28005,2668,478,PostNL,conventional,tour-based
28027,992,1044,DHL,conventional,tour-based
28027,1044,2662,DHL,conventional,consolidated
28027,2662,479,DHL,conventional,tour-based
28034,427,2662,DHL,conventional,tour-based
28034,2662,479,DHL,conventional,tour-based
28052,1436,1008,DHL,conventional,tour-based
28052,1008,2662,DHL,conventional,consolidated
28052,2662,479,DHL,conventional,tour-based
28075,372,5514,GLS,conventional,tour-based
28075,5514,4604,GLS,conventional,consolidated
28075,4604,479,DPD,conventional,tour-based
28079,826,5514,GLS,conventional,tour-based
28079,5514,4604,GLS,conventional,consolidated
28079,4604,479,DPD,conventional,tour-based
28091,7378,7399,PostNL,conventional,tour-based
28091,7399,2668,PostNL,conventional,consolidated
28091,2668,479,PostNL,conventional,tour-based
28098,7057,7399,PostNL,conventional,tour-based
28098,7399,2668,PostNL,conventional,consolidated
28098,2668,479,PostNL,conventional,tour-based
28103,466,2668,PostNL,conventional,tour-based
28103,2668,479,PostNL,conventional,tour-based
28131,3744,4178,PostNL,conventional,tour-based
28131,4178,2668,PostNL,conventional,consolidated
28131,2668,479,PostNL,conventional,tour-based
28149,404,2668,PostNL,conventional,tour-based
28149,2668,479,PostNL,conventional,tour-based
28153,884,2668,PostNL,conventional,tour-based
28153,2668,479,PostNL,conventional,tour-based
28171,5632,5501,DHL,conventional,tour-based
28171,5501,2662,DHL,conventional,consolidated
28171,2662,480,DHL,conventional,tour-based
28175,264,1044,DHL,conventional,tour-based
28175,1044,2662,DHL,conventional,consolidated
28175,2662,480,DHL,conventional,tour-based
28208,874,2668,PostNL,conventional,tour-based
28208,2668,480,PostNL,conventional,tour-based
28212,541,2668,PostNL,conventional,tour-based
28212,2668,480,PostNL,conventional,tour-based
28233,465,2662,DHL,conventional,tour-based
28233,2662,1044,DHL,conventional,consolidated
28233,1044,481,DHL,conventional,tour-based
28250,5604,2668,PostNL,conventional,tour-based
28250,2668,481,PostNL,conventional,tour-based
28263,5315,4178,PostNL,conventional,tour-based
28263,4178,2668,PostNL,conventional,consolidated
28263,2668,481,PostNL,conventional,tour-based
28264,6920,6955,PostNL,conventional,tour-based
28264,6955,2668,PostNL,conventional,consolidated
28264,2668,481,PostNL,conventional,tour-based
28270,620,1008,DHL,conventional,tour-based
28270,1008,1044,DHL,conventional,consolidated
28270,1044,482,DHL,conventional,tour-based
28280,7044,4137,FedEx,conventional,tour-based
28280,4137,4604,FedEx,conventional,consolidated
28280,4604,482,DPD,conventional,tour-based
28284,7373,7399,PostNL,conventional,tour-based
28284,7399,2668,PostNL,conventional,consolidated
28284,2668,482,PostNL,conventional,tour-based
28286,4687,2668,PostNL,conventional,tour-based
28286,2668,482,PostNL,conventional,tour-based
28297,74,2668,PostNL,conventional,tour-based
28297,2668,482,PostNL,conventional,tour-based
28328,1064,2668,PostNL,conventional,tour-based
28328,2668,483,PostNL,conventional,tour-based
28332,493,2668,PostNL,conventional,tour-based
28332,2668,483,PostNL,conventional,tour-based
28333,7013,6955,PostNL,conventional,tour-based
28333,6955,2668,PostNL,conventional,consolidated
28333,2668,483,PostNL,conventional,tour-based
28336,6704,2668,PostNL,conventional,tour-based
28336,2668,483,PostNL,conventional,tour-based
28341,597,2668,PostNL,conventional,tour-based
28341,2668,483,PostNL,conventional,tour-based
28347,885,2668,PostNL,conventional,tour-based
28347,2668,483,PostNL,conventional,tour-based
28355,7310,7366,GLS,conventional,tour-based
28355,7366,4604,GLS,conventional,consolidated
28355,4604,483,DPD,conventional,tour-based
28361,872,1008,DHL,conventional,tour-based
28361,1008,1044,DHL,conventional,consolidated
28361,1044,484,DHL,conventional,tour-based
28365,963,1008,DHL,conventional,tour-based
28365,1008,1044,DHL,conventional,consolidated
28365,1044,484,DHL,conventional,tour-based
28378,4060,4137,FedEx,conventional,tour-based
28378,4137,4604,FedEx,conventional,consolidated
28378,4604,484,DPD,conventional,tour-based
28393,1071,2668,PostNL,conventional,tour-based
28393,2668,484,PostNL,conventional,tour-based
28396,432,2668,PostNL,conventional,tour-based
28396,2668,484,PostNL,conventional,tour-based
28439,200,1008,DHL,conventional,tour-based
28439,1008,1044,DHL,conventional,consolidated
28439,1044,485,DHL,conventional,tour-based
28450,1876,4604,DPD,conventional,tour-based
28450,4604,485,DPD,conventional,tour-based
28462,689,2668,PostNL,conventional,tour-based
28462,2668,485,PostNL,conventional,tour-based
28468,678,2668,PostNL,conventional,tour-based
28468,2668,485,PostNL,conventional,tour-based
28476,525,2668,PostNL,conventional,tour-based
28476,2668,485,PostNL,conventional,tour-based
28478,592,2668,PostNL,conventional,tour-based
28478,2668,485,PostNL,conventional,tour-based
28488,797,4604,DPD,conventional,tour-based
28488,4604,485,DPD,conventional,tour-based
28490,6789,4604,DPD,conventional,tour-based
28490,4604,485,DPD,conventional,tour-based
28513,747,2662,DHL,conventional,tour-based
28513,2662,1044,DHL,conventional,consolidated
28513,1044,486,DHL,conventional,tour-based
28520,436,5514,GLS,conventional,tour-based
28520,5514,4604,GLS,conventional,consolidated
28520,4604,486,DPD,conventional,tour-based
28528,7375,7366,GLS,conventional,tour-based
28528,7366,4604,GLS,conventional,consolidated
28528,4604,486,DPD,conventional,tour-based
28529,52,4604,DPD,conventional,tour-based
28529,4604,486,DPD,conventional,tour-based
28542,46,2668,PostNL,conventional,tour-based
28542,2668,486,PostNL,conventional,tour-based
28550,166,2668,PostNL,conventional,tour-based
28550,2668,486,PostNL,conventional,tour-based
28558,356,2668,PostNL,conventional,tour-based
28558,2668,486,PostNL,conventional,tour-based
28567,6240,4178,PostNL,conventional,tour-based
28567,4178,2668,PostNL,conventional,consolidated
28567,2668,486,PostNL,conventional,tour-based
28587,580,4604,DPD,conventional,tour-based
28587,4604,486,DPD,conventional,tour-based
28589,7172,4137,FedEx,conventional,tour-based
28589,4137,4604,FedEx,conventional,consolidated
28589,4604,486,DPD,conventional,tour-based
28601,504,1044,DHL,conventional,tour-based
28601,1044,487,DHL,conventional,tour-based
28605,409,2662,DHL,conventional,tour-based
28605,2662,1044,DHL,conventional,consolidated
28605,1044,487,DHL,conventional,tour-based
28611,82,4604,DPD,conventional,tour-based
28611,4604,487,DPD,conventional,tour-based
28615,808,5514,GLS,conventional,tour-based
28615,5514,4604,GLS,conventional,consolidated
28615,4604,487,DPD,conventional,tour-based
28628,903,2668,PostNL,conventional,tour-based
28628,2668,487,PostNL,conventional,tour-based
28630,7373,7399,PostNL,conventional,tour-based
28630,7399,2668,PostNL,conventional,consolidated
28630,2668,487,PostNL,conventional,tour-based
28645,4569,4604,DPD,conventional,tour-based
28645,4604,487,DPD,conventional,tour-based
28650,155,1008,DHL,conventional,tour-based
28650,1008,1044,DHL,conventional,consolidated
28650,1044,488,DHL,conventional,tour-based
28653,1888,1044,DHL,conventional,tour-based
28653,1044,488,DHL,conventional,tour-based
28657,117,4604,DPD,conventional,tour-based
28657,4604,488,DPD,conventional,tour-based
28666,666,2668,PostNL,conventional,tour-based
28666,2668,488,PostNL,conventional,tour-based
28668,943,2668,PostNL,conventional,tour-based
28668,2668,488,PostNL,conventional,tour-based
28682,7244,6955,PostNL,conventional,tour-based
28682,6955,2668,PostNL,conventional,consolidated
28682,2668,488,PostNL,conventional,tour-based
28684,345,2668,PostNL,conventional,tour-based
28684,2668,488,PostNL,conventional,tour-based
28685,802,2668,PostNL,conventional,tour-based
28685,2668,488,PostNL,conventional,tour-based
28686,496,4604,DPD,conventional,tour-based
28686,4604,488,DPD,conventional,tour-based
28712,917,4604,DPD,conventional,tour-based
28712,4604,489,DPD,conventional,tour-based
28743,1439,2668,PostNL,conventional,tour-based
28743,2668,489,PostNL,conventional,tour-based
28765,7279,6767,DHL,conventional,tour-based
28765,6767,1044,DHL,conventional,consolidated
28765,1044,490,DHL,conventional,tour-based
28780,2615,2668,PostNL,conventional,tour-based
28780,2668,490,PostNL,conventional,tour-based
28814,958,2668,PostNL,conventional,tour-based
28814,2668,490,PostNL,conventional,tour-based
28822,5022,5501,DHL,conventional,tour-based
28822,5501,1044,DHL,conventional,consolidated
28822,1044,491,DHL,conventional,tour-based
28827,437,2662,DHL,conventional,tour-based
28827,2662,1044,DHL,conventional,consolidated
28827,1044,491,DHL,conventional,tour-based
28841,6770,2668,PostNL,conventional,tour-based
28841,2668,491,PostNL,conventional,tour-based
28853,200,2668,PostNL,conventional,tour-based
28853,2668,491,PostNL,conventional,tour-based
28898,339,2668,PostNL,conventional,tour-based
28898,2668,492,PostNL,conventional,tour-based
28899,5636,4178,PostNL,conventional,tour-based
28899,4178,2668,PostNL,conventional,consolidated
28899,2668,492,PostNL,conventional,tour-based
28902,827,2668,PostNL,conventional,tour-based
28902,2668,492,PostNL,conventional,tour-based
28907,665,2668,PostNL,conventional,tour-based
28907,2668,492,PostNL,conventional,tour-based
28918,6734,2668,PostNL,conventional,tour-based
28918,2668,492,PostNL,conventional,tour-based
28928,5471,4178,PostNL,conventional,tour-based
28928,4178,2668,PostNL,conventional,consolidated
28928,2668,492,PostNL,conventional,tour-based
29003,7006,4137,FedEx,conventional,tour-based
29003,4137,4604,FedEx,conventional,consolidated
29003,4604,493,DPD,conventional,tour-based
29016,153,1044,DHL,conventional,tour-based
29016,1044,495,DHL,conventional,tour-based
29036,5451,5514,GLS,conventional,tour-based
29036,5514,4604,GLS,conventional,consolidated
29036,4604,495,DPD,conventional,tour-based
29040,318,4604,DPD,conventional,tour-based
29040,4604,495,DPD,conventional,tour-based
29042,411,5514,GLS,conventional,tour-based
29042,5514,4604,GLS,conventional,consolidated
29042,4604,495,DPD,conventional,tour-based
29048,210,4604,DPD,conventional,tour-based
29048,4604,495,DPD,conventional,tour-based
29065,396,2668,PostNL,conventional,tour-based
29065,2668,495,PostNL,conventional,tour-based
29068,7051,7399,PostNL,conventional,tour-based
29068,7399,2668,PostNL,conventional,consolidated
29068,2668,495,PostNL,conventional,tour-based
29076,5315,4178,PostNL,conventional,tour-based
29076,4178,2668,PostNL,conventional,consolidated
29076,2668,495,PostNL,conventional,tour-based
29081,263,2668,PostNL,conventional,tour-based
29081,2668,495,PostNL,conventional,tour-based
29087,54,2668,PostNL,conventional,tour-based
29087,2668,495,PostNL,conventional,tour-based
29092,6804,2668,PostNL,conventional,tour-based
29092,2668,495,PostNL,conventional,tour-based
29093,885,2668,PostNL,conventional,tour-based
29093,2668,495,PostNL,conventional,tour-based
29095,1042,2668,PostNL,conventional,tour-based
29095,2668,495,PostNL,conventional,tour-based
29113,605,1044,DHL,conventional,tour-based
29113,1044,496,DHL,conventional,tour-based
29124,6765,6767,DHL,conventional,tour-based
29124,6767,1044,DHL,conventional,consolidated
29124,1044,496,DHL,conventional,tour-based
29127,63,4604,DPD,conventional,tour-based
29127,4604,496,DPD,conventional,tour-based
29149,2083,2668,PostNL,conventional,tour-based
29149,2668,496,PostNL,conventional,tour-based
29157,5130,4178,PostNL,conventional,tour-based
29157,4178,2668,PostNL,conventional,consolidated
29157,2668,496,PostNL,conventional,tour-based
29162,137,2668,PostNL,conventional,tour-based
29162,2668,496,PostNL,conventional,tour-based
29163,6226,4178,PostNL,conventional,tour-based
29163,4178,2668,PostNL,conventional,consolidated
29163,2668,496,PostNL,conventional,tour-based
29169,6127,5514,GLS,conventional,tour-based
29169,5514,4604,GLS,conventional,consolidated
29169,4604,496,DPD,conventional,tour-based
29208,4546,6955,PostNL,conventional,tour-based
29208,6955,2668,PostNL,conventional,consolidated
29208,2668,497,PostNL,conventional,tour-based
29219,6113,4178,PostNL,conventional,tour-based
29219,4178,2668,PostNL,conventional,consolidated
29219,2668,497,PostNL,conventional,tour-based
29233,46,1008,DHL,conventional,tour-based
29233,1008,1044,DHL,conventional,consolidated
29233,1044,498,DHL,conventional,tour-based
29243,7299,1044,DHL,conventional,tour-based
29243,1044,498,DHL,conventional,tour-based
29265,7044,7399,PostNL,conventional,tour-based
29265,7399,2668,PostNL,conventional,consolidated
29265,2668,498,PostNL,conventional,tour-based
29304,7318,5501,DHL,conventional,tour-based
29304,5501,1044,DHL,conventional,consolidated
29304,1044,499,DHL,conventional,tour-based
29340,914,2668,PostNL,conventional,tour-based
29340,2668,499,PostNL,conventional,tour-based
29348,802,2668,PostNL,conventional,tour-based
29348,2668,499,PostNL,conventional,tour-based
29371,624,2668,PostNL,conventional,tour-based
29371,2668,499,PostNL,conventional,tour-based
29381,3316,2662,DHL,conventional,tour-based
29381,2662,1044,DHL,conventional,consolidated
29381,1044,500,DHL,conventional,tour-based
29392,7299,1044,DHL,conventional,tour-based
29392,1044,500,DHL,conventional,tour-based
29400,6745,6767,DHL,conventional,tour-based
29400,6767,1044,DHL,conventional,consolidated
29400,1044,500,DHL,conventional,tour-based
29428,149,2668,PostNL,conventional,tour-based
29428,2668,500,PostNL,conventional,tour-based
29430,6764,2668,PostNL,conventional,tour-based
29430,2668,500,PostNL,conventional,tour-based
29443,7230,4178,PostNL,conventional,tour-based
29443,4178,2668,PostNL,conventional,consolidated
29443,2668,500,PostNL,conventional,tour-based
29447,2437,2668,PostNL,conventional,tour-based
29447,2668,500,PostNL,conventional,tour-based
29454,5802,4178,PostNL,conventional,tour-based
29454,4178,2668,PostNL,conventional,consolidated
29454,2668,500,PostNL,conventional,tour-based
29463,4233,4604,DPD,conventional,tour-based
29463,4604,500,DPD,conventional,tour-based
29478,664,1044,DHL,conventional,tour-based
29478,1044,501,DHL,conventional,tour-based
29497,263,4604,DPD,conventional,tour-based
29497,4604,501,DPD,conventional,tour-based
29522,2316,2668,PostNL,conventional,tour-based
29522,2668,501,PostNL,conventional,tour-based
29544,4392,6955,PostNL,conventional,tour-based
29544,6955,2668,PostNL,conventional,consolidated
29544,2668,501,PostNL,conventional,tour-based
29557,172,2668,PostNL,conventional,tour-based
29557,2668,501,PostNL,conventional,tour-based
29568,3811,3362,UPS,conventional,tour-based
29568,3362,4604,UPS,conventional,consolidated
29568,4604,501,DPD,conventional,tour-based
29569,718,5514,GLS,conventional,tour-based
29569,5514,4604,GLS,conventional,consolidated
29569,4604,501,DPD,conventional,tour-based
29578,558,1008,DHL,conventional,tour-based
29578,1008,1044,DHL,conventional,consolidated
29578,1044,502,DHL,conventional,tour-based
29602,624,2668,PostNL,conventional,tour-based
29602,2668,502,PostNL,conventional,tour-based
29625,3632,4178,PostNL,conventional,tour-based
29625,4178,2668,PostNL,conventional,consolidated
29625,2668,502,PostNL,conventional,tour-based
29644,729,2662,DHL,conventional,tour-based
29644,2662,1044,DHL,conventional,consolidated
29644,1044,503,DHL,conventional,tour-based
29663,154,4604,DPD,conventional,tour-based
29663,4604,503,DPD,conventional,tour-based
29683,7048,7399,PostNL,conventional,tour-based
29683,7399,2668,PostNL,conventional,consolidated
29683,2668,503,PostNL,conventional,tour-based
29685,6758,2668,PostNL,conventional,tour-based
29685,2668,503,PostNL,conventional,tour-based
29686,662,2668,PostNL,conventional,tour-based
29686,2668,503,PostNL,conventional,tour-based
29734,660,1044,DHL,conventional,tour-based
29734,1044,504,DHL,conventional,tour-based
29759,330,4604,DPD,conventional,tour-based
29759,4604,504,DPD,conventional,tour-based
29775,49,2668,PostNL,conventional,tour-based
29775,2668,504,PostNL,conventional,tour-based
29806,392,2668,PostNL,conventional,tour-based
29806,2668,504,PostNL,conventional,tour-based
29813,68,2668,PostNL,conventional,tour-based
29813,2668,504,PostNL,conventional,tour-based
29839,4564,4604,DPD,conventional,tour-based
29839,4604,504,DPD,conventional,tour-based
29852,5290,5501,DHL,conventional,tour-based
29852,5501,1044,DHL,conventional,consolidated
29852,1044,505,DHL,conventional,tour-based
29875,4874,3362,UPS,conventional,tour-based
29875,3362,4604,UPS,conventional,consolidated
29875,4604,505,DPD,conventional,tour-based
29878,200,4604,DPD,conventional,tour-based
29878,4604,505,DPD,conventional,tour-based
29898,951,2668,PostNL,conventional,tour-based
29898,2668,505,PostNL,conventional,tour-based
29910,653,2668,PostNL,conventional,tour-based
29910,2668,505,PostNL,conventional,tour-based
29941,1376,4604,DPD,conventional,tour-based
29941,4604,505,DPD,conventional,tour-based
29943,134,1008,DHL,conventional,tour-based
29943,1008,1044,DHL,conventional,consolidated
29943,1044,506,DHL,conventional,tour-based
29948,7132,5501,DHL,conventional,tour-based
29948,5501,1044,DHL,conventional,consolidated
29948,1044,506,DHL,conventional,tour-based
29952,449,2662,DHL,conventional,tour-based
29952,2662,1044,DHL,conventional,consolidated
29952,1044,506,DHL,conventional,tour-based
29980,332,2668,PostNL,conventional,tour-based
29980,2668,506,PostNL,conventional,tour-based
29992,280,2668,PostNL,conventional,tour-based
29992,2668,506,PostNL,conventional,tour-based
29995,6866,2668,PostNL,conventional,tour-based
29995,2668,506,PostNL,conventional,tour-based
29997,7184,4178,PostNL,conventional,tour-based
29997,4178,2668,PostNL,conventional,consolidated
29997,2668,506,PostNL,conventional,tour-based
30008,5072,2668,PostNL,conventional,tour-based
30008,2668,506,PostNL,conventional,tour-based
30021,603,2668,PostNL,conventional,tour-based
30021,2668,506,PostNL,conventional,tour-based
30033,3535,5501,DHL,conventional,tour-based
30033,5501,1044,DHL,conventional,consolidated
30033,1044,507,DHL,conventional,tour-based
30046,238,4604,DPD,conventional,tour-based
30046,4604,507,DPD,conventional,tour-based
30049,120,4604,DPD,conventional,tour-based
30049,4604,507,DPD,conventional,tour-based
30057,6866,2668,PostNL,conventional,tour-based
30057,2668,507,PostNL,conventional,tour-based
30066,591,2668,PostNL,conventional,tour-based
30066,2668,507,PostNL,conventional,tour-based
30079,499,1044,DHL,conventional,tour-based
30079,1044,508,DHL,conventional,tour-based
30087,549,1044,DHL,conventional,tour-based
30087,1044,508,DHL,conventional,tour-based
30092,654,1044,DHL,conventional,tour-based
30092,1044,508,DHL,conventional,tour-based
30112,5728,5514,GLS,conventional,tour-based
30112,5514,4604,GLS,conventional,consolidated
30112,4604,508,DPD,conventional,tour-based
